Date,Observer,Temperature (F),Wind (mph),StudyLocation,Treatment ,StartTime,PatchID,PointID,Species2min,SpeciesCode2min,Distance2min,Species5min,SpeciesCode5min,Distance5min
8/20/2024,ED,63,3,Topeka,WMA,6:31,14,14.2,Northern Cardinal,NOCA,105,NA,NA,NA
4/1/2024,ED,72,10,McPherson,Urban,12:05,MC1,MC1.2,Mourning Dove,MODO,105.6,American Robin,AMRO,23.8
4/15/2024,JS/NB,70,11,Topeka,WMA,10:18,1,1.1,Blue Jay,BLJA,105.9,Eastern Phoebe,EAPH,85.8
7/24/2024,"CL,GA",70,5,McPherson,WMA,8:01,IN8,IN8.2,Dickcissel,DICK,106,NA,NA,NA
4/3/2024,BO,34,2,Garden City,Urban,8:37,GC 14,GC 14.2,Rock Pigeon,ROPI,106.3,European Starling,EUST,37
4/17/2024,ED,63,4,McPherson,WMA,9:33,IN5,IN5.2,Eastern Meadowlark,EAME,106.6,Red-winged Blackbird,RWBL,50.1
8/20/2024,ED,65,3,Topeka,WMA,7:47,13,13.1,Red-headed Woodpecker,RHWO,107,NA,NA,NA
7/19/2024,"ED, CL",68,10,McPherson,Urban,8:20,MC23,MC23.1,Indigo Bunting,INBU,107,House Sparrow,HOSP,166
4/17/2024,BO,55,2,Garden City,WMA,9:26,BR 4,BR 4.2,White-crowned Sparrow,WCSP,107.3,White-crowned Sparrow,WCSP,52.8
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.2,Red-winged Blackbird,RWBL,107.4,NA,NA,NA
8/27/2024,"BO, IW",66,1,Garden City,Urban,7:01,GC 24,GC 24.2,Eurasian Collared Dove,EUCD,107.5,NA,NA,NA
4/12/2024,ED,50,3,McPherson,Urban,9:41,MC21,MC21.1,European Starling,EUST,107.7,Common Grackle,COGR,52.2
4/24/2024,RR,55,2,Garden City,Rural,9:48,CN 4,CN 4.1,Red-winged Blackbird,RWBL,107.8,Red-winged Blackbird,RWBL,118.5
7/29/2024,"RR,IW",76,1,Garden City,WMA,8:30,BR 11,BR 11.2,Northern Bobwhite,NOBO,108,NA,NA,NA
8/26/2024,IW,73,0,Garden City,Urban,8:15,GC 22,GC 22.2,Rock Pigeon,ROPI,108,NA,NA,NA
8/5/2024,BO,72,2,Garden City,WMA,8:23,BR 8,BR 8.1,Mourning Dove,MODO,108.1,NA,NA,NA
8/29/2024,"BO, IW",68,1,Garden City,Urban,7:27,GC 14,GC 14.1,Eurasian Collared Dove,EUCD,108.6,NA,NA,NA
4/24/2024,BO,50,2,Garden City,Rural,8:12,CN 2,CN 2.2,Brown-headed Cowbird,BHCO,109,White-crowned Sparrow,WCSP,173.5
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.2,Red-winged Blackbird,RWBL,109.2,NA,NA,NA
4/10/2024,"ED, NP",56,6,McPherson,WM,9:48,BB2,BB2.2,Red-winged Blackbird,RWBL,109.2,meadowlark,NA,161.6
4/18/2024,ED,45,6,McPherson,WMA,8:58,IN,IN4.2,Ring-necked Pheasant,RNEP,109.5,Savannah Sparrow,SAVS,49.9
4/1/2024,BO,45,3,Garden City,Urban,9:01,GC13,GC13.1,Rock Pigeon,ROPI,109.8,House Sparrow,HOSP,34.7
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Red-winged Blackbird,RWBL,110,NA,NA,NA
7/30/2024,"GA, CL",81,16,McPherson,Urban,8:11,MC20,MC20.1,Mississippi Kite,MIKI,110,Barn Swallow,BARS,159
4/24/2024,RR,62,2,Garden City,Rural,11:20,CN 3,CN 3.3,Brown-headed Cowbird,BHCO,110,NA,NA,NA
7/29/2024,"RR,IW",76,1,Garden City,WMA,8:30,BR 11,BR 11.2,American Robin,AMRO,110,NA,NA,NA
4/1/2024,ED,68,20,McPherson,Urban,9:58,MC1,MC1.1,American Robin,AMRO,110.3,Common Grackle,COGR,94.5
7/22/2024,"CL,GA",65,2,McPherson,Rural,7:47,BB9,BB9.1,Dickcissel,DICK,111,Eastern Meadowlark ,EAME,190
8/14/2024,"RR, IW",73,1,Garden City,Urban,8:23,GC 17,GC 17.2,Juvenial Swansons Hawk,SWHA,111,NA,NA,NA
8/2/2024,NB,71,6,Topeka,WMA,7:49,1,1.1,Common Grackle,COGR,111.1,NA,NA,NA
8/5/2024,BO,72,2,Garden City,WMA,8:23,BR 8,BR 8.1,American Robin,AMRO,111.4,NA,NA,NA
5/3/2024,JS/NB,61,9,Topeka,Urban,10:24,7,7.1,American Robin,AMRO,111.5,NA,NA,NA
4/29/2024,BO,48,2,Garden City,WMA,8:19,BR 13,BR 13.1,White-crowned Sparrow,WCSP,111.5,White-crowned Sparrow,WCSP,129.8
8/27/2024,"BO, IW",70,1,Garden City,Urban,8:58,GC 4,GC 4.3,Eurasian Collared Dove,EUCD,111.9,Eurasian Collared Dove,EUCD,124.3
7/15/2024,"GA, CL",84,14,McPherson,Rural,8:51,BB13,BB13.2,Brown-headed Cowbird,BHCO,112,Red-winged Blackbird,RWBL,90
8/16/2024,IW,69,9,McPherson,Rural,7:54,BB 1,BB 1.3,Red-winged Blackbird,RWBL,112,Brown-headed Cowbird,BHCO,121
8/15/2024,BO,70,2,Garden City,Urban,7:04,GC 5,GC 5.2,Rock Pigeon,ROPI,112,Eurasian Collared Dove,EUCD,67.2
4/16/2024,ED,58,17,McPherson,Urban,8:16,MC12,MC12.1,American Robin,AMRO,112.4,European Starling,EUST,15.8
7/12/2024,JS/HQ,75,11,Topeka,Urban,8:33,9,9.1,Common Grackle,COGR,112.6,House Sparrow,HOSP,52.9
4/5/2024,BO,50,4,Garden City,Urban,9:55,GC 5,GC 5.3,Eurasian Collared Dove,EUCD,112.6,Eurasian Collared Dove,EUCD,44
4/3/2024,BO,36,2,Garden City,Urban,9:01,GC 15,GC 15.1,Rock Pigeon,ROPI,112.7,European Starling,EUST,47.6
8/30/2024,BO,65,1,Garden City,Urban,8:05,GC 7,GC 7.3,European Starling,EUST,112.8,Eurasian Collared Dove,EUCD,92.4
4/12/2024,ED,55,4,McPherson,Urban,10:29,MC18,MC18.2,European Starling,EUST,113,Western Meadowlark,WEME,46.9
4/24/2024,JS/NB,52,4,Topeka,WMA,8:29,22,22.2,Blue Jay,BLJA,113.1,American Goldfinch,AGOL,Only Heard
8/27/2024,"BO, IW",69,1,Garden City,Urban,8:02,GC 23,GC 23.1,Eurasian Collared Dove,EUCD,113.2,European Starling,EUST,54.1
4/29/2024,JS/NB,57,5,Topeka,Urban,9:55,12,12.2,Northern Rough-winged Swallow,NRWS,113.4,Chipping Sparrow,CHSP,Only Heard
4/29/2024,JS/NB,57,5,Topeka,Urban,9:55,12,12.2,American Robin,AMRO,113.4,NA,NA,NA
4/10/2024,"ED, NP",58,7,McPherson,WM,10:10,BB4,BB4.1,Red-winged Blackbird,RWBL,113.6,Red-winged Blackbird,RWBL,103.2
4/25/2024,ED,59,16,McPherson,Rural,10:12,BB6,BB6.2,Eastern Meadowlark,EAME,113.7,Red-winged Blackbird,RWBL,76.4
4/5/2024,BO,55,4,Garden City,Urban,10:13,GC 5,GC 5.2,Eurasian Collared Dove,EUCD,113.9,NA,NA,NA
4/17/2024,BO,47,3,Garden City,WMA,8:05,BR 6,BR 6.1,White-crowned Sparrow,WCSP,114,Red-winged Blackbird,WCSP,120.3
4/29/2024,BO,46,2,Garden City,WMA,8:04,BR 14,BR 14.1,White-crowned Sparrow,WCSP,114,White-crowned Sparrow,WCSP,241
7/10/2024,"ED, GA, CL",64,4,McPherson,Rural,6:43,BB7,BB7.1,Red-winged Blackbird,RWBL,115,NA,NA,NA
4/24/2024,JS/NB,53,4,Topeka,WMA,9:02,23,23.2,Brown-headed Cowbird,BHCO,116,NA,NA,NA
8/20/2024,CL,67,8,McPherson,Rural,7:48,MC11,MC11.1,European Starling,EUST,116,NA,NA,NA
8/21/2024,G & IW,73,12,McPherson,Rural,9:30,BB5,BB5.1,Blue-winged Teal,BWTE,116,Red-winged Blackbird and Brown-headed Cowbird,"RWBL, BHCO",248
4/16/2024,ED,63,22,McPherson,Urban,9:30,MC18,MC18.2,American Robin,AMRO,116.4,Eastern Meadowlark,EAME,150.8
4/17/2024,ED,64,4,McPherson,WMA,9:46,IN,IN5.4,Red-winged Blackbird,RWBL,116.6,Red-winged Blackbird,RWBL,163.5
8/20/2024,ED,65,3,Topeka,WMA,7:55,13,13.2,American Crow,AMCR,117,NA,NA,NA
8/1/2024,"GA,CL",75,5,McPherson,WMA,8:41,IN4,IN4.2,Northern Bobwhite,NOBO,117,sparrow,NA,104
8/13/2024,CL,74,11,McPherson,Urban,10:09,MC2,MC2.2,European Starling,EUST,117,Blue Jay,BLJA,52
4/1/2024,BO,46,3,Garden City,Urban,9:29,GC18,GC18.1,American Crow,AMCR,117.7,NA,NA,NA
7/16/2024,"ED,GA",75,11,Inman,WMA,6:46,IN2,IN2.1,sparrow,NA,118,Red-winged Blackbird,RWBL,185
7/31/2024,IW,82,2,Garden City,WMA,9;10,BR 11,Br 11.1,Western Kingbird,WEKI,118,NA,NA,NA
4/4/2024,"ED, NB, JS",59,10,McPherson,Urban,1:15,MC8,MC8.2,European Starling,EUST,118.1,NA,NA,NA
4/17/2024,BO,48,2,Garden City,WMA,8:23,BR 5,BR 5.1,Mourning Dove,MODO,118.4,NA,NA,NA
8/5/2024,"CL,GA",69,7,McPherson,WMA,6:49,IN3,IN3.1,Red-winged Blackbird,RWBL,119,Dickcissel,DICK,94
4/12/2024,JS/NB,49,9,Topeka,WMA,9:11,5,5.2,American Wigeon,AMWI,119.2,Brown-headed Cowbird,BHCO,176
4/18/2024,ED,50,7,McPherson,WMA,10:12,IN,IN2.3,Eastern Meadowlark,EAME,119.8,Ring-necked Pheasant,RNEP,196
8/15/2024,BO,70,2,Garden City,Urban,7:33,GC 9,GC 9.1,Eurasian Collared Dove,EUCD,119.8,Eurasian Collared Dove,EUCD,21.6
4/12/2024,JS/NB,45,8,Topeka,WMA,8:26,7,7.1,Eastern Phoebe,EAPH,120,NA,NA,NA
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:49,BB8,BB8.1,Red-winged Blackbird,RWBL,120,European Starling,EUST,50
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:49,BB8,BB8.1,Barn Swallow,BARS,120,Red-winged Blackbird,RWBL,61
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Brown-headed Cowbird,BHCO,120,European Starling,EUST,209
8/2/2024,"GA,CL",74,3,McPherson,WMA,8:18,IN4,IN4.1,Red-winged Blackbird,RWBL,120,Red-winged Blackbird,RWBL,80
8/16/2024,"IW, GA",67,9,McPherson,Rural,7:32,BB 1,BB 1.1,Red-winged Blackbird,RWBL,120,Red-winged Blackbird,RWBL,120
7/29/2024,"RR,IW",76,1,Garden City,WMA,8:30,BR 11,BR 11.2,Western Kingbird,WEKI,120,NA,NA,NA
8/15/2024,IW,70,1,Garden City,Urban,8:51,GC 13,GC 13.1,Grackle,NA,120,NA,NA,NA
8/16/2024,NB/ED,71,4,Topeka,WMA,8:01,23,23.2,Northern Cardinal,NOCA,120.6,Eastern Bluebird,EABL,Only Heard
4/4/2024,"ED, NB, JS",49,10,McPherson,Urban,10:56,MC7,MC7.1,American Robin,AMRO,121,European Starling,EUST,153
8/16/2024,"IW, GA",67,9,McPherson,Rural,7:32,BB 1,BB 1.1,Red-winged Blackbird,RWBL,121,NA,NA,NA
8/16/2024,IW,69,9,McPherson,Rural,7:54,BB 1,BB 1.3,Red-winged Blackbird,RWBL,121,NA,NA,NA
4/4/2024,"ED, NB, JS",59,10,McPherson,Urban,1:15,MC8,MC8.2,European Starling,EUST,121.3,American Robin,AMRO,22.3
8/16/2024,NB/ED,71,4,Topeka,WMA,8:01,23,23.2,Indigo Bunting,INBU,121.9,Mourning Dove,MODO,Only Heard
8/5/2024,"CL,GA",73,6,McPherson,WMA,8:01,IN2,IN2.3,Red-winged Blackbird,RWBL,122,NA,NA,NA
8/2/2024,IW,69,1,Garden City,Urban,7:32,GC 8,GC 8.1,European Starling,EUST,122,NA,NA,NA
8/15/2024,BO,70,1,Garden City,Urban,8:45,GC 3,GC 3.2,Eurasian Collared Dove,EUCD,122,Eurasian Collared Dove,EUCD,12
8/30/2024,BO,65,1,Garden City,Urban,8:05,GC 7,GC 7.3,European Starling,EUST,122,European Starling,EUST,41.3
8/7/2024,"BO, RR",70,1,Garden City,Rural,7:58,CN 5,CN 5.1,Mourning Dove,MODO,122.3,Brown-headed Cowbird,BHCO,10.5
4/10/2024,"ED, NP",55,5,McPherson,WM,9:31,BB2,BB2.1,Red-winged Blackbird,RWBL,122.7,NA,NA,NA
4/5/2024,BO,49,4,Garden City,Urban,9:26,GC 2,GC 2.1,European Starling,EUST,122.8,NA,NA,NA
4/4/2024,"ED, NB, JS",49,10,McPherson,Urban,10:56,MC7,MC7.1,American Robin,AMRO,123.1,Mallard,MALL,150.6
4/16/2024,ED,60,18,McPherson,Urban,8:58,MC17,MC17.1,Northern Cardinal,NOCA,123.1,NA,NA,NA
4/10/2024,JS/NB,55,4,Topeka,WMA,9:59,6,6.1,Red-winged Blackbird ,RWBL,123.6,Swamp Sparrow,SWSP,42.5
8/13/2024,CL,75,12,McPherson,Urban,10:28,MC2,MC2.1,European Starling,EUST,124,NA,NA,NA
8/16/2024,IW,69,9,McPherson,Rural,8:08,BB1,BB 1.2,Brown-headed Cowbird,BHCO,124,Brown-headed Cowbird,BHCO,177
4/15/2024,JS/NB,62,10,Topeka,WMA,8:06,13,13.1,Black-capped Chickadee,BCCH,124.4,Downy Woodpecker,DOWO,Only Heard
4/4/2024,BO,50,2,Garden City,Urban,10:15,GC 6,GC 6.2,Eurasian Collared Dove,EUCD,124.5,NA,NA,NA
7/12/2024,JS/HQ,70,9,Topeka,Urban,6:22,5,5.1,Eastern Kingbird,EAKI,125,Northern Cardinal,NOCA,Only Heard
8/29/2024,"BO, IW",70,1,Garden City,Urban,8:32,GC 15,GC 15.1,Eurasian Collared Dove,EUCD,125,NA,NA,NA
4/24/2024,RR,56,2,Garden City,Rural,9:37,CN 1,CN 1.3,Red-winged Blackbird,RWBL,125.9,Savannah Sparrow,SAVS,93.9
8/16/2024,IW,69,9,McPherson,Rural,7:54,BB 1,BB 1.3,Brown-headed Cowbird,BHCO,126,Red-winged Blackbird,RWBL,45
8/16/2024,IW,69,9,McPherson,Rural,7:54,BB 1,BB 1.3,Red-winged Blackbird,RWBL,126,Red-winged Blackbird,RWBL,121
4/5/2024,"ED, NB, JS",54,12,McPherson,Urban,10:13,MC11,MC11.2,Common Grackle,COGR,127,Common Grackle,COGR,220
7/16/2024,"ED,GA",76,14,Inman,WMA,7:28,IN1,IN1.2,Red-winged Blackbird,RWBL,127,sparrow,NA,100
7/25/2024,"CL,GA",73,6,McPherson,Rural,7:50,BB11,BB11.1,Brown-headed Cowbird,BHCO,127,Field Sparrow,FISP,25
8/7/2024,CL,64,6,McPherson,Urban,6:38,MC12,MC12.1,European Starling,EUST,127,NA,NA,NA
8/26/2024,"BO, RR",70,1,Garden City,Urban,8:35,GC 16,GC 16.2,Eurasian Collared Dove,EUCD,127,House Sparrow,HOSP,101.2
4/12/2024,ED,50,3,McPherson,Urban,9:30,MC21,MC21.2,Double-crested Cormorant,DCCO,128.3,Red-winged Blackbird,RWBL,67.4
4/2/2024,BO,45,4,Garden City,Urban,9:32,GC 23,GC 23.1,European Starling,EUST,128.3,American Robin ,AMRO,15.9
7/25/2024,"CL,GA",73,6,McPherson,Rural,7:50,BB11,BB11.1,Red-winged Blackbird,RWBL,129,NA,NA,NA
8/20/2024,CL,67,8,McPherson,Rural,7:09,MC4,MC4.2,Red-winged Blackbird,RWBL,129,European Starling,EUST,129
4/25/2024,ED,56,15,McPherson,Rural,7:56,BB5,BB5.1,Red-winged Blackbird,RWBL,129.1,Eastern Meadowlark,EAME,62
4/15/2024,JS/NB,62,10,Topeka,WMA,8:06,13,13.1,Red-winged Blackbird ,RWBL,129.2,Tufted Titmouse,TUTI,47.1
4/12/2024,JS/NB,49,9,Topeka,WMA,9:11,5,5.2,Red-winged Blackbird ,RWBL,129.6,Pectoral Sandpiper,PESA,50
4/25/2024,JS/NB,56,11,Topeka,WMA,9:21,4,4.2,Mourning Dove,MODO,129.7,Common Grackle,COGR,Only Heard
7/12/2024,JS/HQ,72,10,Topeka,Urban,7:28,16,16.2,Mallard,MALL,130,NA,NA,NA
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,Brown-headed Cowbird,BHCO,130,European Starling,EUST,50
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,European Starling,EUST,130,Brown-headed Cowbird,BHCO,63
7/15/2024,"GA, CL",79,12,McPherson,Rural,7:37,BB12,BB12.1,dabbling duck,NA,130,Red-winged Blackbird,RWBL,198
7/15/2024,"GA, CL",81,13,McPherson,Rural,8:10,BB12,BB12.3,House Sparrow,HOSP,130,Brown-headed Cowbird,BHCO,50
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,Eastern Kingbird,EAKI,130,Red-winged Blackbird,RWBL,125
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,Purple Martin,PUMA,130,meadow lark,NA,65
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Field Sparrow,FISP,130,Red-winged Blackbird,RWBL,106
7/25/2024,"GA,CL",78,7,McPherson,Rural,8:53,BB13,BB13.3,Eastern Kingbird,EAKI,130,sparrow,NA,140
7/25/2024,"GA,CL",78,7,McPherson,Rural,8:53,BB13,BB13.3,Red-winged Blackbird,RWBL,130,Tufted Titmouse,TUTI,83
4/10/2024,JS/NB,51,4,Topeka,WMA,8:46,11,11.2,Northern Cardinal,NOCA,130.8,Red-winged Blackbird ,RWBL,249
8/30/2024,BO,65,1,Garden City,Urban,8:05,GC 7,GC 7.3,Eurasian Collared Dove,EUCD,131.1,Eurasian Collared Dove,EUCD,65.5
7/16/2024,"ED,GA",76,14,Inman,WMA,7:28,IN1,IN1.2,sparrow,NA,132,American Robin,AMRO,130
4/17/2024,BO,57,2,Garden City,WMA,9:54,BR 4,BR 4.1,White-crowned Sparrow,WCSP,132.5,White-crowned Sparrow,WCSP,49.7
4/23/2024,ED,61,6,McPherson,WMA,9:39,IN8,IN8.4,Eastern Bluebird,EABL,132.7,Blue Jay,BLJA,89.2
4/16/2024,ED,63,22,McPherson,Urban,9:30,MC18,MC18.2,Red-winged Blackbird,RWBL,133,Eastern Meadowlark,EAME,97.2
7/22/2024,"CL,GA",65,2,McPherson,Rural,7:47,BB9,BB9.1,Red-winged Blackbird,RWBL,133,Dickcissel,DICK,52
7/23/2024,"CL,GA",74,2,McPherson,WMA,9:22,MC27,MC27.3,meadowlark,NA,133,European Starling,EUST,142
7/11/2024,NB,70,6,Topeka,WMA,8:32,7,7.2,Red-winged Blackbird,RWBL,133.1,Dickcissel,DICK,75
4/23/2024,ED,59,5,McPherson,WMA,9:00,IN8,IN8.3,Blue Jay,BLJA,133.6,Ring-necked Pheasant,RNEP,153.7
4/29/2024,BO,48,2,Garden City,WMA,8:19,BR 13,BR 13.1,White-crowned Sparrow,WCSP,133.6,NA,NA,NA
4/24/2024,RR,56,2,Garden City,Rural,9:25,CN 4,CN 4.2,Red-winged Blackbird,RWBL,134.4,Red-winged Blackbird,RWBL,119
4/10/2024,"ED, NP",59,7,McPherson,WM,10:28,BB4,BB4.3,meadowlark,NA,134.7,Song Sparrow,SOSP,72.9
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,Dickcissel,DICK,135,Dickcissel,DICK,32
7/25/2024,"CL,GA",77,6,McPherson,Rural,8:39,BB13,BB13.1,Common Yellowthroat,COYE,135,Red-winged Blackbird,RWBL,137
8/20/2024,CL,67,8,McPherson,Rural,7:09,MC4,MC4.2,Mourning Dove,MODO,135,European Starling,EUST,106
7/15/2024,"GA, CL",78,12,McPherson,Rural,6:24,BB7,BB7.2,Red-winged Blackbird,RWBL,136,House Sparrow,HOSP,50
7/30/2024,"BO, IW",76,2,Garden City,WMA,7:23,BR 1,BR 1.2,Western Kingbird,WEKI,136,NA,NA,NA
4/22/2024,BO,55,4,Garden City,WMA,9:40,BR 11,BR 11.1,White-crowned Sparrow,WCSP,136.4,White-crowned Sparrow,WCSP,205
7/22/2024,"CL,GA",63,2,McPherson,Rural,7:21,BB9,BB9.2,Red-winged Blackbird,RWBL,137,duck,NA,121
4/16/2024,ED,63,22,McPherson,Urban,9:30,MC18,MC18.2,European Starling,EUST,137.3,Red-winged Blackbird,RWBL,144.6
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,European Starling,EUST,138,Red-winged Blackbird,RWBL,134
8/30/2024,BO,63,1,Garden City,Urban,7:41,GC 10,GC 10.2,Eurasian Collared Dove,EUCD,139.1,European Starling,EUST,35.7
4/24/2024,BO,50,2,Garden City,Rural,8:12,CN 2,CN 2.2,Western Meadowlark,WEME,139.9,White-crowned Sparrow,WCSP,148.9
7/10/2024,"ED, GA, CL",63,4,McPherson,Rural,6:22,BB8,BB8.1,Red-winged Blackbird,RWBL,140,Red-winged Blackbird,RWBL,146
7/15/2024,"GA, CL",78,12,McPherson,Rural,7:03,BB8,BB8.2,Red-winged Blackbird,RWBL,141,Red-winged Blackbird,RWBL,70
4/12/2024,ED,50,3,McPherson,Urban,9:30,MC21,MC21.2,Double-crested Cormorant,DCCO,141.5,European Starling,EUST,34
7/19/2024,"ED, CL",69,10,McPherson,Urban,8:29,MC27,MC27.1,Mourning Dove,MODO,142,Mourning Dove,MODO,136
8/1/2024,"GA,CL",73,5,McPherson,WMA,7:17,IN5,IN5.4,Red-winged Blackbird,RWBL,142,Upland Sandpiper,UPSA,30
5/3/2024,JS/NB,63,10,Topeka,Urban,10:37,7,7.2,Common Grackle,COGR,142.5,Northern Cardinal,NOCA,Only Heard
4/29/2024,BO,50,2,Garden City,WMA,8:32,BR 13,BR 13.2,Western Meadowlark,WEME,143,White-crowned Sparrow,WCSP,102.6
7/10/2024,"ED, GA, CL",63,4,McPherson,Rural,6:22,BB8,BB8.1,Red-winged Blackbird,RWBL,144,Red-winged Blackbird,RWBL,81
4/5/2024,"ED, NB, JS",50,11,McPherson,Urban,9:32,MC10,MC10.2,Mourning Dove,MODO,144.2,Mourning Dove,MODO,76
4/23/2024,ED,61,6,McPherson,WMA,9:39,IN8,IN8.4,Northern Cardinal,NOCA,144.2,Northern Cardinal,NOCA,158.1
4/23/2024,ED,65,12,McPherson,WMA,10:41,IN4,IN4.1,Red-winged Blackbird,RWBL,144.4,NA,NA,NA
4/25/2024,ED,57,16,McPherson,Rural,9:11,BB5,BB5.2,Red-winged Blackbird,RWBL,144.5,Eastern Meadowlark,EAME,51.6
8/26/2024,"BO, RR",69,2,Garden City,Urban,7:23,GC 21,GC 21.2,Eurasian Collared Dove,EUCD,144.5,Eurasian Collared Dove,EUCD,21
4/10/2024,JS/NB,53,4,Topeka,WMA,8:59,9,9.1,Fish Crow,FICR,145,Carolina Wren,CARW,Only Heard
4/10/2024,"ED, NP",59,7,McPherson,WM,10:28,BB4,BB4.3,Red-winged Blackbird,RWBL,145.1,NA,NA,NA
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.1,Western Meadowlark,WEME,146.6,NA,NA,NA
4/12/2024,JS/NB,49,9,Topeka,WMA,9:22,5,5.1,Killdeer,KILL,147,Pectoral Sandpiper,PESA,67.7
4/2/2024,ED,68,20,McPherson,Urban,14:26,MC2,MC2.1,Common Grackle,COGR,147.2,NA,NA,NA
4/4/2024,"ED, NB, JS",49,10,McPherson,Urban,10:56,MC7,MC7.1,Common Grackle,COGR,147.8,American Robin,AMRO,149
4/2/2024,BO,45,3,Garden City,Urban,8:44,GC 22,GC 22.2,Eurasian Collared Dove,EUCD,148.8,House Sparrow,HOSP,56.5
7/30/2024,"GA, CL",79,14,McPherson,Urban,6:58,MC21,MC21.2,Eurasian Collared Dove,EUCD,150,American Robin,AMRO,45
7/29/2024,"RR,IW",76,1,Garden City,WMA,8:30,BR 11,BR 11.2,Blue Grosbeak,BLGR,150,NA,NA,NA
7/31/2024,IW,82,2,Garden City,WMA,9;10,BR 11,Br 11.1,Swainson's Hawk,SWHA,150,NA,NA,NA
8/28/2024,"BO, RR",66,3,Garden City,Urban,7:17,GC 1,Gc 1.2,Eurasian Collared Dove,EUCD,150,Grackle,NA,228
4/3/2024,"ED, NB, JS",53,20,McPherson,Urban,13:40,MC4,MC4.2,Double-crested Cormorant,DCCO,150.1,NA,NA,NA
4/17/2024,BO,51,2,Garden City,WMA,9:07,BR 8,BR 8.1,Western Meadowlark,WEME,150.2,White-crowned Sparrow,WCSP,100.4
4/1/2024,ED,72,10,McPherson,Urban,12:05,MC1,MC1.2,Common Grackle,COGR,150.9,Common Grackle,COGR,71
4/2/2024,BO,44,2,Garden City,Urban,8:08,GC 19,GC 19.3,Rock Pigeon,ROPI,151.3,American Robin,AMRO,10.1
4/23/2024,ED,59,5,McPherson,WMA,9:00,IN8,IN8.3,Red-winged Blackbird,RWBL,152.3,Eastern Meadowlark,EAME,41.6
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.2,Eastern Meadowlark,EAME,152.7,Red-winged Blackbird,RWBL,104.9
4/10/2024,JS/NB,49,3,Topeka,WMA,8:05,12,12.2,Purple Martin,PUMA,153,Eastern Meadowlark,EAME,Only Heard
7/22/2024,"CL,GA",68,2,McPherson,Rural,8:36,MC26,MC26.1,Eastern Kingbird,EAKI,153,NA,NA,NA
7/25/2024,"GA,CL",78,7,McPherson,Rural,8:53,BB13,BB13.3,Red-winged Blackbird,RWBL,153,Red-winged Blackbird,RWBL,96
8/13/2024,"BO, IW",68,1,Garden City,WMA,7:47,BR 7,BR 7.2,Ring-necked Pheasant,RNEP,153,NA,NA,NA
8/26/2024,"BO, RR",70,1,Garden City,Urban,8:24,GC 16,CG 16.1,Eurasian Collared Dove,EUCD,153,NA,NA,NA
8/27/2024,"BO, IW",70,1,Garden City,Urban,8:58,GC 4,GC 4.3,Eurasian Collared Dove,EUCD,154.6,Eurasian Collared Dove,EUCD,203
8/15/2024,CL,77,6,McPherson,Urban,9:21,MC11,MC11.1,Killdeer,KILL,155,Northern Cardinal,NOCA,149
4/29/2024,BO,46,2,Garden City,WMA,8:04,BR 14,BR 14.1,White-crowned Sparrow,WCSP,155,Clay-colored Sparrow,CCSP,115.4
4/17/2024,BO,64,2,Garden City,WMA,10:28,BR 8,BR 8.2,White-crowned Sparrow,WCSP,155.1,White-crowned Sparrow,WCSP,232
7/15/2024,"GA, CL",81,13,McPherson,Rural,8:10,BB12,BB12.3,Red-winged Blackbird,RWBL,157,Red-winged Blackbird,RWBL,70
8/5/2024,"CL,GA",73,6,McPherson,WMA,8:01,IN2,IN2.3,Eastern Kingbird,EAKI,159,Upland Sandpiper,UPSA,51
8/27/2024,"BO, IW",66,1,Garden City,Urban,7:01,GC 24,GC 24.2,Grackle,NA,159,NA,NA,NA
4/17/2024,ED,65,4,McPherson,WMA,9:57,IN,IN6.4,Ring-necked Pheasant,RNEP,159.9,NA,NA,NA
8/2/2024,"GA,CL",71,2,McPherson,WMA,7:47,IN4,IN4.3,Northern Bobwhite,NOBO,160,NA,NA,NA
4/24/2024,RR,58,2,Garden City,Rural,10:11,CN 2,CN 2.1,Wild Turkey,WITU,160,NA,NA,NA
8/20/2024,CL,67,8,McPherson,Rural,7:09,MC4,MC4.2,European Starling,EUST,161,NA,NA,NA
7/19/2024,"ED, CL",69,10,McPherson,Urban,8:29,MC27,MC27.1,Western Meadowlark,WEME,163,Mourning Dove,MODO,123
