Date,Observer,Temperature (F),Wind (mph),StudyLocation,Treatment ,StartTime,PatchID,PointID,Species2min,SpeciesCode2min,Distance2min,Species5min,SpeciesCode5min,Distance5min
4/12/2024,JS/NB,46,8,Topeka,WMA,8:39,7,7.2,Northern Cardinal,NOCA,56.7,Mourning Dove,MODO,169.7
8/28/2024,"BO, RR",70,1,Garden City,Urban,8:44,GC 7,GC 7.2,Eurasian Collared Dove,EUCD,56.9,Eurasian Collared Dove,EUCD,27.4
8/20/2024,ED,64,4,Topeka,WMA,6:59,8,8.1,Black-capped Chickadee,BCCH,57,NA,NA,NA
8/20/2024,ED,65,3,Topeka,WMA,7:47,13,13.1,Eastern Bluebird,EABL,57,American Crow,AMCR,156
8/7/2024,CL,64,6,McPherson,Urban,7:01,MC13,MC13.2,House Sparrow,HOSP,57,European Starling,EUST,30
8/13/2024,CL,73,11,McPherson,Urban,9:39,MC6,MC6.1,Mississippi Kite,MIKI,57,European Starling,EUST,88
8/15/2024,BO,70,2,Garden City,Urban,7:43,GC 9,GC 9.2,Eurasian Collared Dove,EUCD,57.4,Eurasian Collared Dove,EUCD,87.2
4/12/2024,ED,50,3,McPherson,Urban,9:41,MC21,MC21.1,House Sparrow,HOSP,57.7,NA,NA,NA
4/17/2024,ED,65,4,McPherson,WMA,9:57,IN,IN6.4,Field Sparrow,FISP,57.7,Killdeer,KILL,59.6
4/29/2024,BO,46,2,Garden City,WMA,8:04,BR 14,BR 14.1,White-crowned Sparrow,WCSP,57.7,White-crowned Sparrow,WCSP,58.4
8/2/2024,NB,70,6,Topeka,WMA,7:30,1,1.2,Common Grackle,COGR,57.8,Common Grackle,COGR,6.5
4/30/2024,JS/NB,64,11,Topeka,Urban,9:03,11,11.2,American Robin,AMRO,57.9,American Robin,AMRO,73
7/16/2024,"ED,GA",77,10,Inman,WMA,8:07,IN3,IN3.2,Red-winged Blackbird,RWBL,58,Mourning Dove,MODO,76
8/1/2024,IW,71,3,Garden City,Rural,8:19,CN 1,CN 1.2,Meadowlark,,58,NA,NA,NA
4/24/2024,RR,62,2,Garden City,Rural,11:38,CN 3,CN 3.2,Grackle,NA,58.1,Red-winged Blackbird,RWBL,23.6
8/26/2024,"BO, RR",70,1,Garden City,Urban,7:54,GC 20,GC 20.3,Eurasian Collared Dove,EUCD,58.1,NA,NA,NA
4/15/2024,JS/NB,70,11,Topeka,WMA,10:18,1,1.1,Northern Cardinal,NOCA,58.4,American Goldfinch,AGOL,Only Heard
4/23/2024,NB,59,8,Topeka,Urban,9:58,16,16.2,Common Grackle,COGR,58.4,NA,NA,NA
4/12/2024,ED,55,4,McPherson,Urban,10:20,MC18,MC18.1,European Starling,EUST,58.5,NA,NA,NA
4/12/2024,ED,50,3,McPherson,Urban,9:41,MC21,MC21.1,Song Sparrow,SOSP,58.6,Double-crested Cormorant,DCCO,127.1
4/23/2024,NB,57,7,Topeka,Urban,8:18,22,22.1,Common Grackle,COGR,58.7,Common Grackle,COGR,13.8
7/12/2024,JS/HQ,76,11,Topeka,Urban,8:49,9,9.2,Eastern Phoebe,EAPH,58.7,House Finch,HOFI,47.9
4/25/2024,ED,57,16,McPherson,Rural,9:11,BB5,BB5.2,Red-winged Blackbird,RWBL,58.7,Red-winged Blackbird,RWBL,86.6
4/2/2024,ED,63,14,McPherson,Urban,15:35,MC2,MC2.2,Common Grackle,COGR,58.9,Red-winged Blackbird,RWBL,19.5
4/12/2024,ED,50,3,McPherson,Urban,9:30,MC21,MC21.2,Canada Goose,CANG,58.9,American Robin,AMRO,92.3
7/24/2024,"CL,GA",66,4,McPherson,WMA,7:12,IN7,IN7.1,Red-winged Blackbird,RWBL,59,European Starling,EUST,72
8/16/2024,IW,69,9,McPherson,Rural,7:54,BB 1,BB 1.3,Brown-headed Cowbird,BHCO,59,Brown-headed Cowbird,BHCO,59
8/21/2024,GA & IW,71,11,McPherson,Rural,9:05,BB4,BB4.2,Dickcissel,DICK,59,Lark Sparrow,LASP,37
4/24/2024,BO,55,2,Garden City,Rural,9:05,CN 3,CN 3.1,Ring-necked Pheasant,RNEP,59.2,Savannah Sparrow,SAVS,12.6
4/29/2024,JS/NB,56,4,Topeka,Urban,9:37,12,12.1,European Starling,EUST,59.4,Northern Cardinal,NOCA,23.1
4/2/2024,BO,44,3,Garden City,Urban,7:56,GC 19,GC 19.2,Eurasian Collared Dove,EUCD,59.4,Eurasian Collared Dove,EUCD,13.3
8/27/2024,"BO, IW",66,1,Garden City,Urban,7:01,GC 24,GC 24.2,Eurasian Collared Dove,EUCD,59.7,NA,NA,NA
7/12/2024,JS/HQ,74,10,Topeka,Urban,8:08,17,17.2,House Finch,HOFI,60,Carolina Wren,CARW,Only Heard
4/4/2024,"ED, NB, JS",52,11,McPherson,Urban,11:29,MC7,MC7.2,House Finch ,HOFI,60,NA,NA,NA
7/16/2024,"ED,GA",77,10,Inman,WMA,8:07,IN3,IN3.2,Dickcissel,DICK,60,NA,NA,NA
7/18/2024,"ED,GA",73,7,McPherson,Urban,9:22,MC25,MC25.2,American Robin,AMRO,60,Scissor-tailed Flycatcher,STFL,57
7/22/2024,"CL,GA",67,2,McPherson,Rural,8:24,MC26,MC26.2,Northern Cardinal,NOCA,60,Mourning Dove,MODO,29
7/23/2024,"CL,GA",66,2,McPherson,WMA,7:38,IN6,IN6.2,meadow lark,NA,60,Dickcissel,DICK,99
7/23/2024,"CL,GA",66,2,McPherson,WMA,7:38,IN6,IN6.2,dove,NA,60,Northern Bobwhite ,NOBO,40
7/30/2024,"GA, CL",79,14,McPherson,Urban,6:58,MC21,MC21.2,Barn Swallow,BARS,60,Eurasian Collared Dove,EUCD,18
7/30/2024,"GA, CL",79,14,McPherson,Urban,6:58,MC21,MC21.2,Mourning Dove,MODO,60,House Finch,HOFI,44
8/2/2024,"GA,CL",71,2,McPherson,WMA,7:47,IN4,IN4.3,Red-winged Blackbird,RWBL,60,Red-winged Blackbird,RWBL,160
8/2/2024,IW,69,1,Garden City,Urban,7:32,GC 8,GC 8.1,Grackle,NA,60,NA,NA,NA
4/2/2024,BO,44,2,Garden City,Urban,8:27,GC 22,GC 22.1,Eurasian Collared Dove,EUCD,60.1,European Starling,EUST,16.7
4/10/2024,JS/NB,48,3,Topeka,WMA,7.44,12,12.1,Red-winged Blackbird ,RWBL,60.3,Red-winged Blackbird ,RWBL,80.7
4/5/2024,"ED, NB, JS",45,9,McPherson,Urban,8:40,MC10,MC10.1,European Starling,EUST,60.4,European Starling,EUST,30.4
4/2/2024,BO,44,2,Garden City,Urban,8:08,GC 19,GC 19.3,Eurasian Collared Dove,EUCD,60.8,NA,NA,NA
4/22/2024,JS/NB,48,11,Topeka,Urban,8:31,2,2.2,American Goldfinch,AGOL,60.9,Common Grackle,COGR,57.5
4/29/2024,JS/NB,57,5,Topeka,Urban,9:55,12,12.2,Northern Flicker,NOFL,60.9,Northern Cardinal,NOCA,113.4
4/22/2024,BO,45,3,Garden City,WMA,8:08,BR 15,BR 15.2,White-crowned Sparrow,WCSP,60.9,NA,NA,NA
7/24/2024,"CL,GA",66,4,McPherson,WMA,7:12,IN7,IN7.1,Red-winged Blackbird,RWBL,61,NA,NA,NA
8/7/2024,CL,64,6,McPherson,Urban,6:51,MC13,MC13.1,Mourning Dove,MODO,61,European Starling,EUST,64
8/20/2024,CL,67,8,McPherson,Rural,7:48,MC11,MC11.1,European Starling,EUST,61,European Starling,EUST,105
4/23/2024,NB,57,7,Topeka,Urban,8:28,22,22.2,Mourning Dove,MODO,61.1,European Starling,EUST,17.3
8/1/2024,BO,72,2,Garden City,Rural,8:34,CN 4,CN 4.2,Dicksissel,DICK,61.7,Western Kingbird,WEKI,50.3
8/26/2024,"BO, RR",70,1,Garden City,Urban,7:54,GC 20,GC 20.3,Eurasian Collared Dove,EUCD,61.8,NA,NA,NA
4/12/2024,ED,54,4,McPherson,Urban,10:08,MC11,MC11.1,Northern Cardinal,NOCA,62,NA,NA,NA
8/15/2024,CL,71,5,McPherson,Urban,7:31,MC1,MC1.1,Blue Jay,BLJA,62,NA,NA,NA
4/22/2024,BO,49,3,Garden City,WMA,8:49,BR 12,BR 12.2,White-crowned Sparrow,WCSP,62,White-crowned Sparrow,WCSP,25.3
4/25/2024,ED,59,16,McPherson,Rural,9:57,BB6,BB6.1,Eastern Meadowlark,EAME,62.1,Eastern Meadowlark,EAME,75.1
4/17/2024,BO,51,2,Garden City,WMA,9:07,BR 8,BR 8.1,Western Meadowlark,WEME,62.1,Northern Harrier,NOHA,95.8
4/24/2024,JS/NB,49,4,Topeka,WMA,7:57,15,15.2,Tufted Titmouse,TUTI,62.2,Yellow-rumped Warbler,YRWA,Only Heard
7/12/2024,JS/HQ,74,10,Topeka,Urban,8:08,17,17.2,Northern Cardinal,NOCA,62.2,Blue Jay,BLJA,Only Heard
4/17/2024,ED,65,4,McPherson,WMA,9:57,IN,IN6.4,Eastern Meadowlark,EAME,62.2,American Robin,AMRO,134.3
4/3/2024,BO,33,2,Garden City,Urban,7:59,GC 20,GC 20.1,American Robin,AMRO,62.4,Eurasian Collared Dove,EUCD,53.2
4/10/2024,"ED, NP",58,7,McPherson,WM,10:10,BB4,BB4.1,Red-winged Blackbird,RWBL,62.5,NA,NA,NA
4/4/2024,"ED, NB, JS",59,10,McPherson,Urban,1:15,MC8,MC8.2,American Robin,AMRO,62.7,European Starling,EUST,84.1
4/5/2024,BO,55,4,Garden City,Urban,10:13,GC 5,GC 5.2,Eurasian Collared Dove,EUCD,62.9,Eurasian Collared Dove,EUCD,90.7
7/12/2024,JS/HQ,72,10,Topeka,Urban,7:28,16,16.2,Red-winged Blackbird,RWBL,63.5,NA,NA,NA
4/29/2024,JS/NB,56,4,Topeka,Urban,9:37,12,12.1,European Starling,EUST,63.8,Yellow Warbler,YEWA,Only Heard
8/15/2024,BO,70,2,Garden City,Urban,7:17,GC 5,GC 5.3,Grackle,NA,63.8,European Starling,EUST,39.6
7/10/2024,"ED, GA, CL",64,4,McPherson,Rural,6:43,BB7,BB7.1,Red-winged Blackbird,RWBL,64,Northern Bobwhite,NOBO,248
8/7/2024,CL,64,6,McPherson,Urban,6:51,MC13,MC13.1,Mississippi Kite,MIKI,64,House Sparrow,HOSP,27
8/20/2024,CL,67,8,McPherson,Rural,7:48,MC11,MC11.1,European Starling,EUST,64,Great-tailed Grackle,GTGR,89
4/4/2024,BO,44,2,Garden City,Urban,8:55,GC 12,GC 12.2,Grackle,NA,64.3,European Starling,EUST,113.6
8/7/2024,NB/HQ,69,6,Topeka,WMA,9:21,17,17.2,European Starling,EUST,64.4,NA,NA,NA
8/15/2024,BO,70,2,Garden City,Urban,7:33,GC 9,GC 9.1,Grackle,NA,64.5,Eurasian Collared Dove,EUCD,58.4
8/27/2024,"BO, IW",69,1,Garden City,Urban,8:47,GC 4,GC 4.1,White-winged Dove,WWDO,64.5,Eurasian Collared Dove,EUCD,152
8/27/2024,"BO, IW",69,1,Garden City,Urban,8:47,GC 4,GC 4.1,Eurasian Collared Dove,EUCD,64.5,Eurasian Collared Dove,EUCD,224
4/17/2024,BO,49,2,Garden City,WMA,8:38,BR 5,BR 5.2,White-crowned Sparrow,WCSP,64.8,NA,NA,NA
8/15/2024,BO,70,2,Garden City,Urban,7:43,GC 9,GC 9.2,Eurasian Collared Dove,EUCD,64.8,Grackle ,NA,68.9
4/18/2024,ED,48,7,McPherson,WMA,9:27,IN,IN4.4,Eastern Meadowlark,EAME,64.9,Eastern Meadowlark,EAME,131.1
4/2/2024,BO,45,4,Garden City,Urban,9:57,GC 24,GC 24.2,European Starling,EUST,64.9,Eurasian Collared Dove,EUCD,63.1
4/4/2024,"ED, NB, JS",47,10,McPherson,Urban,10:14,MC6,MC6.2,Common Grackle,COGR,65,House Sparrow,HOSP,15
7/19/2024,"ED, CL",66,9,McPherson,Urban,7:55,MC22,MC22.2,Northern Cardinal,NOCA,65,NA,NA,NA
7/24/2024,"CL,GA",66,4,McPherson,WMA,7:12,IN7,IN7.1,Red-winged Blackbird,RWBL,65,Common Yellowthroat,COYE,129
7/25/2024,"CL,GA",77,6,McPherson,Rural,8:39,BB13,BB13.1,Red-winged Blackbird,RWBL,65,Western Meadowlark,WEME,87
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.1,Red-winged Blackbird,RWBL,65.2,Song Sparrow,SOSP,46.7
4/24/2024,BO,54,2,Garden City,Rural,8:48,CN 1,CN 1.1,White-crowned Sparrow,WCSP,65.2,Western Meadowlark,WEME,141.5
4/25/2024,JS/NB,55,11,Topeka,WMA,9:51,6,6.2,European Starling,EUST,65.3,NA,NA,NA
4/23/2024,ED,64,10,McPherson,WMA,10:28,IN4,IN4.2,Eastern Meadowlark,EAME,65.4,Ring-necked Pheasant,RNEP,193.2
8/15/2024,BO,70,2,Garden City,Urban,7:17,GC 5,GC 5.3,Eurasian Collared Dove,EUCD,65.8,House Sparrow,HOSP,29.8
8/20/2024,ED,69,5,Topeka,WMA,9:53,19,19.1,Northern Cardinal,NOCA,66,NA,NA,NA
7/23/2024,"CL,GA",66,2,McPherson,WMA,7:38,IN6,IN6.2,European Starling,EUST,66,NA,NA,NA
8/8/2024,NB,74,7,Topeka,WMA,10:06,12,12.1,Indigo Bunting,INBU,66.1,Baltimore Oriole,BAOR,69
4/2/2024,ED,68,20,McPherson,Urban,14:26,MC2,MC2.1,Blue Jay,BLJA,66.2,NA,NA,NA
4/12/2024,ED,50,3,McPherson,Urban,9:30,MC21,MC21.2,Red-winged Blackbird,RWBL,66.3,Purple Martin,PUMA,39.8
7/12/2024,JS/HQ,75,11,Topeka,Urban,8:33,9,9.1,House Sparrow,HOSP,66.5,Northern Cardinal,NOCA,Only Heard
4/23/2024,ED,64,10,McPherson,WMA,10:28,IN4,IN4.2,Red-winged Blackbird,RWBL,66.7,Eastern Meadowlark,EAME,216
4/3/2024,BO,34,2,Garden City,Urban,8:25,GC 20,GC 20.2,Eurasian Collared Dove,EUCD,66.9,Eurasian Collared Dove,EUCD,39.2
4/9/2024,JS/NB,47,7,Topeka,WMA,8:35,18,18.2,Northern Cardinal,NOCA,67.2,NA,NA,NA
4/1/2024,ED,68,20,McPherson,Urban,9:58,MC1,MC1.1,House Sparrow,HOSP,67.4,NA,NA,NA
4/3/2024,BO,38,2,Garden City,Urban,9:56,GC 16,GC 16.1,Grackle,NA,67.7,NA,NA,NA
4/1/2024,ED,68,20,McPherson,Urban,9:58,MC1,MC1.1,Common Grackle,COGR,67.8,NA,NA,
4/8/2024,JS/NB,56,4,Topeka,WMA,10:49,17,17.2,Red-bellied Woodpecker,RBWO,67.9,NA,NA,NA
4/17/2024,ED,65,4,McPherson,WMA,9:57,IN,IN6.4,American Robin,AMRO,67.9,Eastern Meadowlark,EAME,140.2
8/21/2024,GA & IW,70,11,McPherson,Rural,8:43,BB4,BB4.1,Red-winged Blackbird ,RWBL,68,NA,NA,NA
4/4/2024,BO,48,2,Garden City,Urban,9:52,GC 7,GC 7.2,Eurasian Collared Dove,EUCD,68,European Starling,EUST,34
8/14/2024,"RR, IW",74,1,Garden City,Urban,8:55,GC 18,GC 18.2,House Sparrow,HOSP,68,Eurasian Collared Dove,EUCD,60
8/15/2024,BO,70,2,Garden City,Urban,7:43,GC 9,GC 9.2,Eurasian Collared Dove,EUCD,68,European Starling,EUST,148.3
4/5/2024,BO,48,4,Garden City,Urban,8:53,GC 3,GC 3.2,Eurasian Collared Dove,EUCD,68.3,Eurasian Collared Dove,EUCD,28.2
8/30/2024,BO,65,1,Garden City,Urban,8:05,GC 7,GC 7.3,Eurasian Collared Dove,EUCD,68.4,Eurasian Collared Dove,EUCD,72
4/10/2024,"ED, NP",58,7,McPherson,WM,10:10,BB4,BB4.1,Red-winged Blackbird,RWBL,68.5,Red-winged Blackbird,RWBL,161.7
7/29/2024,NB,77,9,Topeka,WMA,7:56,5,5.1,Indigo Bunting,INBU,68.9,Northern Cardinal,NOCA,Only Heard
4/5/2024,"ED, NB, JS",54,12,McPherson,Urban,10:13,MC11,MC11.2,European Starling,EUST,69,NA,NA,NA
7/19/2024,"ED, CL",69,10,McPherson,Urban,8:29,MC27,MC27.1,Mourning Dove,MODO,69,European Starling,EUST,49
7/26/2024,"GA,CL",68,5,McPherson,WMA,6:58,IN8,IN8.2,Dickcissel,DICK,69,Dickcissel,DICK,74
7/30/2024,"GA, CL",80,15,McPherson,Urban,7:56,MC20,MC20.2,European Starling,EUST,69,Red-winged Blackbird,RWBL,118
8/15/2024,IW,70,1,Garden City,Urban,8:51,GC 13,GC 13.1,Rock Pigeon,ROPI,69,Eurasian Collared Dove,EUCD,87
5/1/2024,JS/NB,60,11,Topeka,Urban,8:51,21,21.2,European Starling,EUST,69.1,European Starling,EUST,200
4/24/2024,BO,55,2,Garden City,Rural,9:05,CN 3,CN 3.1,White-crowned Sparrow,WCSP,69.2,Savannah Sparrow,SAVS,174
8/16/2024,NB/ED,71,4,Topeka,WMA,8:20,23,23.1,Green Heron,GRHE,69.4,Eastern Bluebird,EABL,35.8
4/18/2024,ED,45,6,McPherson,WMA,8:58,IN,IN4.2,Upland Sandpiper,UPSA,69.9,Red-winged Blackbird,RWBL,177.5
8/26/2024,"BO, RR",70,1,Garden City,Urban,8:35,GC 16,GC 16.2,Mississippi Kite,MIKI,69.9,NA,NA,NA
7/10/2024,"ED, GA, CL",63,4,McPherson,Rural,6:22,BB8,BB8.1,Red-winged Blackbird,RWBL,70,House Finch,HOFI,150
7/15/2024,"GA, CL",79,14,McPherson,Rural,6:04,BB3,BB3.1,Red-winged Blackbird,RWBL,70,House Sparrow,HOSP,40
7/16/2024,"ED,GA",76,11,Inman,WMA,7:13,IN1,IN1.1,Ring-necked Pheasant,RNEP,70,swallow,NA,5
8/1/2024,"GA,CL",73,5,McPherson,WMA,7:17,IN5,IN5.4,Northern Bobwhite ,NOBO,70,meadowlark,NA,112
8/7/2024,CL,64,6,McPherson,Urban,6:38,MC12,MC12.1,Mississippi Kite,MIKI,70,Blue Jay,BLJA,49
8/2/2024,IW,68,1,Garden City,Urban,7:08,GC 16,GC 16.2,Eurasian Collared Dove,EUCD,70,Eurasian Collared Dove,EUCD,96
4/30/2024,JS/NB,64,11,Topeka,Urban,9:03,11,11.2,European Starling,EUST,70.2,European Starling,EUST,58.2
4/25/2024,ED,59,16,McPherson,Rural,10:12,BB6,BB6.2,Cooper's Hawk,COHA,70.2,Eastern Meadowlark,EAME,54.7
4/22/2024,BO,45,3,Garden City,WMA,8:08,BR 15,BR 15.2,White-crowned Sparrow,WCSP,70.2,NA,NA,NA
8/27/2024,"BO, IW",66,1,Garden City,Urban,7:01,GC 24,GC 24.2,Eurasian Collared Dove,EUCD,70.6,Eurasian Collared Dove,EUCD,121.5
4/29/2024,BO,58,2,Garden City,WMA,9:18,BR 14,BR 14.2,White-crowned Sparrow,WCSP,70.7,White-crowned Sparrow,WCSP,69.3
8/13/2024,CL,73,11,McPherson,Urban,8:59,MC5,MC5.2,Turkey Vulture,TUVU,71,European Starling,EUST,20
5/1/2024,JS/NB,60,11,Topeka,Urban,8:33,21,21.1,American Robin,AMRO,71.6,NA,NA,NA
5/3/2024,JS/NB,63,10,Topeka,Urban,10:37,7,7.2,Common Grackle,COGR,71.7,House Sparrow,HOSP,Only Heard
7/12/2024,JS/HQ,75,11,Topeka,Urban,8:33,9,9.1,Cliff Swallow,CLSW,71.7,Eurasian Collared-Dove,EUCD,32.2
4/25/2024,ED,56,15,McPherson,Rural,7:56,BB5,BB5.1,Killdeer,KILL,71.7,Savannah Sparrow,SAVS,131.8
8/20/2024,ED,66,3,Topeka,WMA,8:27,15,15.2,Northern Flicker,NOFL,72,American Crow,AMCR,120
8/27/2024,"BO, IW",70,1,Garden City,Urban,8:58,GC 4,GC 4.3,European Starling,EUST,72,Eurasian Collared Dove,EUCD,183.6
4/17/2024,BO,48,2,Garden City,WMA,8:23,BR 5,BR 5.1,White-crowned Sparrow,WCSP,72.2,White-crowned Sparrow,WCSP,70.7
4/29/2024,BO,48,2,Garden City,WMA,8:19,BR 13,BR 13.1,White-crowned Sparrow,WCSP,72.2,NA,NA,NA
4/18/2024,ED,46,6,McPherson,WMA,9:11,IN,IN4.3,Red-winged Blackbird,RWBL,72.3,Western Meadowlark,WEME,55.6
8/7/2024,"BO, RR",73,1,Garden City,Rural,9:08,Cn 5,CN 5.3,Brown-headed Cowbird,BHCO,72.3,NA,NA,NA
8/16/2024,NB/ED,68,3,Topeka,WMA,7:14,22,22.2,Northern Cardinal,NOCA,72.4,Eastern Phoebe,EAPH,62.4
8/27/2024,"BO, IW",69,1,Garden City,Urban,8:47,GC 4,GC 4.1,Eurasian Collared Dove,EUCD,72.5,NA,NA,NA
4/10/2024,"ED, NP",52,5,McPherson,WM,8:58,BB1,BB1.3,Red-winged Blackbird,RWBL,72.6,NA,NA,NA
4/5/2024,BO,61,4,Garden City,Urban,10:49,GC 1,GC 1.1,Eurasian Collared Dove,EUCD,72.7,Eurasian Collared Dove,EUCD,83.8
4/4/2024,"ED, NB, JS",41,9,McPherson,Urban,9:06,MC5,MC5.2,Common Grackle,COGR,72.9,NA,NA,NA
8/26/2024,"BO, RR",69,2,Garden City,Urban,7:37,GC 20,GC 20.2,Eurasian Collared Dove,EUCD,72.9,Mississippi Kite,MIKI,232
8/20/2024,ED,69,5,Topeka,WMA,9:53,19,19.1,Turkey Vulture,TUVU,73,NA,NA,NA
8/15/2024,CL,75,6,McPherson,Urban,8:30,MC10,MC10.1,Blue Jay,BLJA,73,House Sparrow,HOSP,43
8/2/2024,IW,69,1,Garden City,Urban,7:32,GC 8,GC 8.1,European Starling,EUST,73,NA,NA,NA
4/5/2024,"ED, NB, JS",58,13,McPherson,Urban,10:56,MC15,MC15.1,American Robin ,AMRO,73.5,NA,NA,NA
8/29/2024,"BO, IW",70,1,Garden City,Urban,8:53,GC 12,GC 12.2,Eurasian Collared Dove,EUCD,73.5,NA,NA,NA
4/8/2024,JS/NB,51,5,Topeka,WMA,9:29,16,16.1,Blue Jay,BLJA,73.7,NA,NA,NA
7/10/2024,"ED, GA, CL",64,4,McPherson,Rural,6:43,BB7,BB7.1,Red-winged Blackbird,RWBL,74,Dickcissel,DICK,120
7/16/2024,"ED,GA",77,10,Inman,WMA,7:55,IN3,IN3.1,Red-winged Blackbird,RWBL,74,Red-winged Blackbird,RWBL,126
8/2/2024,IW,70,1,Garden City,Urban,7:48,GC 12,GC 12.1,Eurasian Collared Dove,EUCD,74,NA,NA,NA
4/4/2024,"ED, NB, JS",59,10,McPherson,Urban,1:15,MC8,MC8.2,American Robin,AMRO,74.1,European Starling,EUST,95.8
4/12/2024,JS/NB,53,9,Topeka,WMA,9:59,4,4.2,Northern Cardinal,NOCA,74.2,NA,NA,NA
4/12/2024,JS/NB,53,9,Topeka,WMA,9:59,4,4.2,Red-bellied Woodpecker,RBWO,74.2,NA,NA,NA
4/24/2024,RR,62,2,Garden City,Rural,11:20,CN 3,CN 3.3,Mourning Dove,MODO,74.7,NA,NA,NA
4/30/2024,JS/NB,67,11,Topeka,Urban,9:53,18,18.2,Common Grackle,COGR,74.8,European Starling,EUST,44.5
4/2/2024,BO,44,2,Garden City,Urban,8:08,GC 19,GC 19.3,Eurasian Collared Dove,EUCD,74.9,Rock Pigeon,ROPI,49.5
4/15/2024,JS/NB,70,11,Topeka,WMA,10:18,1,1.1,Brown-headed Cowbird,BHCO,75,NA,NA,NA
4/10/2024,"ED, NP",52,5,McPherson,WM,before 9,BB1,BB1.1,meadowlark,NA,75,Red-winged Blackbird,RWBL,131.6
7/10/2024,"ED, GA, CL",64,4,McPherson,Rural,6:43,BB7,BB7.1,Red-winged Blackbird,RWBL,75,Red-winged Blackbird,RWBL,175
7/19/2024,"ED, CL",66,9,McPherson,Urban,7:55,MC22,MC22.2,Northern Cardinal,NOCA,75,Gray Catbird,GRCA,28
7/25/2024,"CL,GA",77,6,McPherson,Rural,8:39,BB13,BB13.1,Dickcissel,DICK,75,Red-winged Blackbird,RWBL,75
8/1/2024,IW,72,3,Garden City,Rural,8:37,CN 2,CN 2.1,Meadowlark,,75,NA,NA,NA
8/13/2024,"BO, IW",68,1,Garden City,WMA,7:47,BR 7,BR 7.2,Ring-necked Pheasant,RNEP,75,NA,NA,NA
8/27/2024,"BO, IW",67,1,Garden City,Urban,7:14,GC 24,GC 24.1,Mississippi Kite,MIKI,75.1,Eurasian Collared Dove,EUCD,21.7
4/10/2024,"ED, NP",52,5,McPherson,WM,8:58,BB1,BB1.3,Red-winged Blackbird,RWBL,75.6,NA,NA,NA
4/1/2024,BO,46,2,Garden City,Urban,10:24,GC13,GC13.2,Eurasian Collared Dove,EUCD,75.7,Grackle,NA,13.4
4/29/2024,BO,69,2,Garden City,WMA,10:41,BR 9,BR 9.2,White-crowned Sparrow,WCSP,75.7,NA,NA,NA
8/7/2024,"BO, RR",73,1,Garden City,Rural,9:08,Cn 5,CN 5.3,Savannah Sparrow,SAVS,75.8,Savannah Sparrow,SAVS,118
4/25/2024,JS/NB,55,11,Topeka,WMA,9:07,4,4.1,American Robin,AMRO,76,Mourning Dove,MODO,38.7
7/10/2024,"ED, GA, CL",63,4,McPherson,Rural,6:22,BB8,BB8.1,Red-winged Blackbird,RWBL,76,Red-winged Blackbird,RWBL,124
7/24/2024,"CL,GA",70,5,McPherson,WMA,8:01,IN8,IN8.2,Dickcissel,DICK,76,Mourning Dove,MODO,246
7/25/2024,"GA,CL",81,7,McPherson,Rural,9:26,BB12,B12.2,Red-winged Blackbird,RWBL,76,NA,NA,NA
7/30/2024,"GA, CL",82,17,McPherson,Urban,8:24,MC19,MC19.2,Red-winged Blackbird,RWBL,76,Mourning Dove,MODO,73
8/7/2024,CL,67,9,McPherson,Urban,8:08,MC14,MC14.1,Northern Cardinal,NOCA,76,Blue Jay,BLJA,132
8/2/2024,IW,68,1,Garden City,Urban,6:59,GC 16,GC 16.1,Eurasian Collared Dove,EUCD,76,NA,NA,NA
8/2/2024,IW,68,1,Garden City,Urban,7:19,GC 8,GC 8.2,Eurasian Collared Dove,EUCD,76,NA,NA,NA
8/2/2024,IW,69,1,Garden City,Urban,7:32,GC 8,GC 8.1,Eurasian Collared Dove,EUCD,76,NA,NA,NA
8/2/2024,IW,69,1,Garden City,Urban,7:32,GC 8,GC 8.1,Grackle,NA,76,NA,NA,NA
8/2/2024,IW,70,1,Garden City,Urban,7:48,GC 12,GC 12.1,Eurasian Collared Dove,EUCD,76,NA,NA,NA
8/15/2024,IW,70,1,Garden City,Urban,8:28,GC 13,GC 13.2,Eurasian Collared Dove,EUCD,76,Grackle ,NA,23
8/15/2024,IW,70,1,Garden City,Urban,8:51,GC 13,GC 13.1,Grackle,NA,76,NA,NA,NA
8/26/2024,IW,72,0,Garden City,Urban,7:41,GC 19,GC 19.1,Mississippi Kite,MIKI,76,NA,NA,NA
8/26/2024,IW,74,1,Garden City,Urban,8:29,GC 22,GC 22.1,Eurasian Collared Dove,EUCD,76,Eurasian Collared Dove,EUCD,46
4/18/2024,ED,50,7,McPherson,WMA,10:12,IN,IN2.3,Eastern Meadowlark,EAME,76.1,Red-winged Blackbird,RWBL,175
4/25/2024,JS/NB,55,11,Topeka,WMA,9:07,4,4.1,American Robin,AMRO,76.6,House Finch,HOFI,25
4/2/2024,BO,45,4,Garden City,Urban,9:42,GC 24,GC 24.1,Eurasian Collared Dove,EUCD,76.7,Eurasian Collared Dove,EUCD,13.6
4/24/2024,JS/NB,52,4,Topeka,WMA,8:29,22,22.2,Turkey Vulture,TUVU,77,NA,NA,NA
8/20/2024,ED,64,4,Topeka,WMA,6:59,8,8.1,Mourning Dove,MODO,77,NA,NA,NA
